Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCI31,OUT013,645.5856
FDK14,OUT049,1402.1198
NCR06,OUT045,771.47925
NCF54,OUT049,2964.012
DRG23,OUT010,283.0931
FDD53,OUT046,677.309
NCM31,OUT027,3596.692
FDT16,OUT017,4158.5117
FDR40,OUT035,1938.1694
DRG25,OUT017,3384.6208
FDT10,OUT035,1132.8849
FDY32,OUT013,2573.1958
FDN50,OUT035,1405.8917
FDZ35,OUT019,205.42027
NCP54,OUT045,1929.4513
NCD07,OUT035,1829.6472
FDS02,OUT018,2798.0767
DRN59,OUT018,589.10266
DRB24,OUT013,2199.8125
FDP37,OUT027,3242.4238
DRB01,OUT018,2719.5317
FDR47,OUT046,2935.474
NCM31,OUT010,284.4366
NCF06,OUT027,5762.912
NCV17,OUT027,3465.373
FDS10,OUT049,2869.9678
FDN52,OUT035,1402.453
FDZ48,OUT013,1825.6605
FDJ48,OUT049,4060.3203
DRB13,OUT027,4792.2007
FDV59,OUT017,3834.1184
FDL32,OUT035,1781.5178
FDZ12,OUT035,2286.4062
NCR06,OUT027,996.43286
FDP51,OUT017,2134.6062
FDY22,OUT013,2488.0415
FDZ38,OUT049,3314.6067
NCO54,OUT035,989.2386
FDR23,OUT035,2890.0786
FDM38,OUT049,991.1789
FDS25,OUT013,1944.6433
FDZ22,OUT013,1296.5138
FDZ20,OUT019,958.2332
FDD45,OUT010,110.69521
FDN03,OUT049,4248.3296
NCW30,OUT046,3690.7136
FDY24,OUT027,1878.6046
FDJ26,OUT019,592.6367
FDM15,OUT049,2472.8328
NCW54,OUT027,1875.89
FDA23,OUT045,1463.9146
FDA39,OUT019,-28.21857
FDZ12,OUT017,2352.9294
NCB42,OUT046,1819.4747
FDL16,OUT046,794.20636
FDO24,OUT019,424.20358
NCP42,OUT046,2957.5127
FDR19,OUT018,2101.0132
DRL01,OUT045,3830.2815
FDV37,OUT046,3136.8003
FDI41,OUT010,435.35556
FDF58,OUT049,991.2868
NCF43,OUT018,1827.4465
FDN02,OUT049,3291.4856
NCP41,OUT035,1895.5314
NCY17,OUT027,1435.3876
FDL58,OUT027,5339.8184
NCA30,OUT027,5029.6953
FDE46,OUT018,2184.3276
FDY38,OUT035,3814.0427
NCH29,OUT027,2757.4167
FDO20,OUT045,3659.8838
FDP44,OUT018,1371.2659
FDM02,OUT027,2682.0085
FDJ14,OUT027,2440.3303
FDH04,OUT010,151.12733
DRK23,OUT046,4035.969
NCW05,OUT046,1617.8901
FDF12,OUT049,2444.264
FDL51,OUT019,686.45953
FDN03,OUT018,3414.603
DRJ37,OUT049,2498.737
FDM12,OUT019,508.61005
FDA16,OUT045,3492.3396
NCB07,OUT017,3000.1704
NCI17,OUT019,169.1187
FDR51,OUT046,2367.501
FDJ55,OUT045,3957.7905
NCZ17,OUT013,700.4495
FDU25,OUT013,948.46136
NCG18,OUT045,1575.761
DRM11,OUT017,4117.432
FDH16,OUT035,1530.8588
FDZ04,OUT018,735.15356
NCX53,OUT035,2413.464
FDX38,OUT027,1445.2772
FDX09,OUT046,2842.6426
NCW05,OUT018,1691.6189
NCS41,OUT017,2981.635
FDI26,OUT046,2605.832
NCZ41,OUT027,3352.4119
NCK06,OUT046,2071.2275
FDX23,OUT027,2609.741
NCA42,OUT046,2449.4585
FDC20,OUT049,880.9637
DRC49,OUT018,2076.1467
FDX01,OUT013,1780.1545
FDC08,OUT045,3576.1843
FDC02,OUT017,5064.393
FDK10,OUT045,2724.8496
DRC24,OUT013,2750.5088
FDW16,OUT019,134.0928
NCU06,OUT018,3456.1006
DRA59,OUT045,3239.4
FDR24,OUT019,79.67794
DRL35,OUT018,467.08148
FDA49,OUT013,1280.249
NCC55,OUT046,667.2279
DRD24,OUT019,438.49075
NCE55,OUT049,2902.0957
FDT33,OUT045,2738.6284
NCT53,OUT013,2583.0127
FDS26,OUT046,3996.6624
FDL22,OUT018,1421.3365
FDP44,OUT017,1820.0619
FDC52,OUT018,1946.0822
FDI53,OUT010,195.77902
FDZ23,OUT046,3135.4475
NCT18,OUT013,3165.292
FDR13,OUT046,1973.5576
FDB09,OUT010,193.98727
FDZ60,OUT013,1594.6134
FDB11,OUT046,3655.4924
FDC10,OUT018,1589.0027
FDW56,OUT035,3242.8162
FDK14,OUT027,2569.7344
DRE27,OUT027,2529.8992
FDA38,OUT017,3896.361
FDT11,OUT045,3021.6104
FDP15,OUT035,4502.5723
FDV27,OUT035,1498.0311
FDS36,OUT027,2964.604
FDY40,OUT027,1674.4431
NCF19,OUT049,907.6698
FDF53,OUT045,3056.8523
FDS14,OUT027,3911.4907
FDE56,OUT046,1141.2465
FDZ19,OUT035,2867.0872
FDZ46,OUT013,1871.29
FDR16,OUT046,3505.4868
FDG29,OUT018,532.3579
NCE30,OUT017,3441.9578
FDZ40,OUT046,913.2054
FDG58,OUT018,2209.065
DRH03,OUT013,1552.4801
FDZ47,OUT045,1506.1204
FDV04,OUT018,2031.0835
FDZ10,OUT018,1805.8446
FDG46,OUT017,1963.9429
NCF07,OUT045,1448.718
FDY44,OUT035,3353.6533
FDB21,OUT013,3730.1787
FDS20,OUT035,3335.7112
FDS49,OUT049,1398.8744
FDX55,OUT027,5062.52
NCQ02,OUT018,2909.6282
FDR25,OUT013,4607.879
DRG39,OUT045,914.29095
FDB46,OUT046,3648.8284
NCC30,OUT018,2553.9238
FDE58,OUT035,2077.577
FDC05,OUT019,674.51776
FDY15,OUT046,2482.848
FDG14,OUT046,2546.2996
FDL08,OUT049,3932.5593
FDQ47,OUT013,652.0039
FDN12,OUT035,2203.7014
FDW10,OUT013,2425.1213
FDD02,OUT035,1875.7242
FDX35,OUT010,878.6056
FDT35,OUT046,2671.0857
DRN47,OUT019,639.8007
FDB11,OUT010,734.78094
FDN20,OUT045,2667.811
FDB59,OUT035,3142.6958
FDJ58,OUT045,2902.2686
FDU60,OUT046,2836.343
FDS03,OUT049,1343.6635
FDU40,OUT019,649.3626
DRH15,OUT049,908.01184
FDD04,OUT027,4121.2476
FDQ01,OUT046,4104.5083
FDF28,OUT035,2207.5425
FDD22,OUT010,308.07104
FDY19,OUT046,1762.517
FDN33,OUT035,1435.3849
FDV36,OUT035,2309.2258
FDW01,OUT010,410.50146
FDJ28,OUT049,3326.1438
FDB17,OUT035,3161.4436
FDM40,OUT049,2197.1743
FDV46,OUT045,1804.2559
FDQ44,OUT049,1999.8766
NCD42,OUT046,725.04083
DRH37,OUT046,2581.843
FDR10,OUT018,2420.9424
NCD06,OUT027,1298.2881
FDI53,OUT046,2475.2686
FDG16,OUT035,3544.5115
DRB25,OUT046,1596.9535
FDY09,OUT046,2739.263
FDX48,OUT045,2597.8765
FDC03,OUT010,632.94806
FDT47,OUT035,2089.3042
FDW44,OUT027,4538.3003
FDT24,OUT017,1303.6127
FDT12,OUT019,691.4538
NCS38,OUT035,1963.9495
FDO39,OUT035,3262.4756
FDA13,OUT046,756.0225
FDO48,OUT035,3796.8699
DRJ01,OUT017,2669.5015
FDD53,OUT018,482.24152
NCT05,OUT049,4215.152
FDQ51,OUT045,803.2212
FDU60,OUT013,2481.3384
FDC59,OUT046,1076.7043
FDP36,OUT035,995.6188
NCM19,OUT017,1920.8424
FDL16,OUT035,952.22174
FDE50,OUT018,2838.0842
NCR18,OUT013,660.0553
NCD30,OUT035,1707.334
FDH31,OUT013,1702.0586
FDD56,OUT019,632.9371
FDC47,OUT049,3778.6924
FDZ21,OUT045,1581.3984
FDM01,OUT049,1754.8386
FDF24,OUT013,1358.9038
FDW23,OUT017,626.6375
FDY52,OUT018,865.893
DRH37,OUT027,3850.6826
DRO47,OUT027,2732.2605
FDR25,OUT049,4172.955
FDQ24,OUT027,6257.327
DRJ51,OUT018,3324.3943
NCU06,OUT035,4039.0696
NCV18,OUT018,1240.186
NCC06,OUT027,2710.9263
FDZ01,OUT018,1235.5339
FDT14,OUT017,2109.4727
FDD11,OUT019,640.32043
FDN09,OUT017,3979.7766
NCO18,OUT010,640.1811
FDZ50,OUT045,3151.9758
FDS44,OUT013,4132.997
FDI36,OUT045,2916.4849
FDA26,OUT010,614.8275
NCY53,OUT049,1932.3624
FDF32,OUT049,3058.72
FDF59,OUT010,317.5928
FDB20,OUT046,1232.277
DRH11,OUT035,999.4486
FDT03,OUT049,2005.5673
NCH06,OUT035,3896.7324
FDR55,OUT049,3103.1743
FDI10,OUT035,3033.6357
FDZ12,OUT045,2031.6794
FDM12,OUT049,3178.315
DRB25,OUT045,1518.0562
NCS41,OUT013,3113.1738
NCT53,OUT049,2807.817
NCD55,OUT013,691.24335
FDY08,OUT049,2273.4968
NCP55,OUT049,1114.3182
FDA33,OUT013,2374.0286
FDQ33,OUT013,2574.0217
FDE45,OUT027,4818.8174
FDT26,OUT013,2001.5465
NCV53,OUT049,4436.4194
FDK60,OUT027,2745.931
NCJ29,OUT046,1216.2346
FDI15,OUT045,4136.575
FDX21,OUT013,1785.6233
FDV49,OUT019,687.4454
DRO59,OUT046,1125.559
FDZ14,OUT045,2026.058
FDP32,OUT027,3680.6653
FDC33,OUT017,3132.6565
FDT14,OUT010,153.0777
NCN54,OUT027,2493.4517
FDR57,OUT027,4339.1016
DRK12,OUT046,553.0733
FDX52,OUT049,3141.9
FDX08,OUT010,619.9643
FDP10,OUT010,71.59595
NCP50,OUT045,1262.8708
NCL06,OUT013,4103.4536
FDP25,OUT013,3734.759
FDE53,OUT013,1604.6804
FDL27,OUT017,1008.2097
FDC35,OUT049,3487.8767
DRJ47,OUT010,798.5395
FDD16,OUT018,1038.3866
NCN42,OUT049,3108.8418
FDC38,OUT027,3316.9548
NCO07,OUT045,3244.4133
FDQ20,OUT049,733.785
FDI32,OUT046,2049.138
FDN20,OUT010,429.64148
DRJ51,OUT027,5968.5024
FDU08,OUT045,1503.9098
DRN37,OUT019,430.58182
FDD05,OUT010,238.71388
FDW15,OUT046,2480.7988
FDI52,OUT046,2033.3882
DRM11,OUT049,3854.124
NCO06,OUT045,490.15237
FDU38,OUT049,3197.062
FDU59,OUT018,2318.541
FDJ10,OUT046,2254.2861
FDM13,OUT049,1988.429
NCJ30,OUT019,603.4994
FDM45,OUT018,1841.9744
FDP36,OUT045,849.72327
NCD30,OUT010,129.13187
FDN48,OUT017,1817.099
FDY32,OUT049,2783.6814
FDU47,OUT046,2191.4146
FDF17,OUT019,596.54755
FDP34,OUT017,2769.7847
FDA47,OUT049,2697.2632
DRD27,OUT027,2499.437
FDW38,OUT045,971.95074
FDZ15,OUT019,281.79526
FDZ03,OUT027,5138.522
NCN19,OUT049,3068.5603
FDG02,OUT035,3051.4324
FDS31,OUT035,3465.8792
FDW43,OUT019,751.03595
FDZ47,OUT010,132.47249
FDO57,OUT017,2352.0195
NCL07,OUT013,631.3843
NCV42,OUT013,1730.6888
FDP40,OUT017,1836.3713
FDP48,OUT019,592.6392
FDH21,OUT017,2601.806
NCP02,OUT049,1111.1312
FDK24,OUT049,855.41846
FDC41,OUT045,1160.4111
FDF08,OUT017,1525.6238
FDO49,OUT017,912.1217
FDS56,OUT027,6074.4043
FDX46,OUT018,648.16754
FDQ07,OUT013,3550.1287
FDC32,OUT010,255.01935
FDT21,OUT019,643.6305
FDG58,OUT045,2390.1914
FDW14,OUT049,1441.7155
DRA12,OUT027,3328.9497
FDV27,OUT013,1275.7991
DRD25,OUT013,2021.4343
DRF48,OUT027,4800.3364
FDX24,OUT017,1689.387
DRJ51,OUT046,3612.0828
FDE45,OUT045,2851.8901
FDE14,OUT046,1814.2158
FDG53,OUT045,1864.4551
FDT08,OUT046,2542.58
DRC27,OUT027,5630.8496
FDG20,OUT035,2804.3494
FDC21,OUT046,1744.0698
FDV31,OUT018,2445.4885
FDB58,OUT045,2047.2584
FDV23,OUT046,2051.4434
FDA25,OUT019,188.4636
FDC15,OUT046,2389.0203
FDU47,OUT049,2204.8796
FDE23,OUT013,693.0215
FDS08,OUT013,2605.1438
FDW03,OUT027,3072.966
FDJ60,OUT018,2250.365
FDM34,OUT017,2123.1628
FDW33,OUT013,1605.9114
FDZ40,OUT013,920.3076
FDE33,OUT018,1033.9259
NCC06,OUT010,262.32227
FDU11,OUT046,2150.8801
FDL44,OUT017,2612.5974
NCZ29,OUT017,2115.6804
FDG28,OUT010,590.12726
FDL12,OUT018,785.3235
FDD52,OUT017,1773.9783
FDO15,OUT013,1165.4612
NCN29,OUT027,1618.815
FDW36,OUT013,1601.1697
FDB21,OUT046,3608.084
FDZ28,OUT013,1915.7848
FDY10,OUT035,2057.6855
DRG39,OUT017,916.8477
FDN28,OUT013,1759.9349
FDV15,OUT035,1846.9128
DRI13,OUT035,3626.9236
FDH20,OUT046,1583.432
FDY51,OUT013,3559.6562
FDE16,OUT013,3552.267
FDX40,OUT018,450.0603
FDC48,OUT018,1144.455
FDS14,OUT046,2485.881
FDX56,OUT017,4133.7363
FDI10,OUT046,2877.6135
FDI14,OUT013,2225.9646
DRM48,OUT013,824.7309
NCH07,OUT027,4021.2712
FDY26,OUT013,3626.9138
FDD02,OUT027,3217.7156
FDM12,OUT046,2963.5745
DRF01,OUT010,242.45389
FDV36,OUT046,2104.1125
DRI59,OUT013,3641.6724
FDV03,OUT018,2179.214
FDO39,OUT017,3145.4468
NCB07,OUT018,2567.9805
FDH38,OUT027,3107.6514
FDZ13,OUT035,794.539
NCZ30,OUT046,1938.2993
NCA06,OUT035,666.9296
FDB04,OUT049,1419.9066
FDN50,OUT013,1580.9004
NCG06,OUT049,3903.8777
NCY17,OUT018,585.1471
FDC23,OUT046,2737.792
FDK33,OUT049,3490.7747
FDR03,OUT049,3700.3499
FDZ07,OUT045,1077.3655
FDO38,OUT013,1367.1998
FDS59,OUT046,1744.0698
DRM11,OUT019,753.0441
FDX52,OUT027,5108.0776
DRJ35,OUT018,685.9847
NCP53,OUT046,3694.404
FDW15,OUT019,402.41187
DRI47,OUT045,2498.4954
DRZ11,OUT035,1914.3645
FDS02,OUT013,3109.5095
DRD49,OUT018,3224.283
FDW38,OUT049,951.3008
FDR21,OUT019,519.4216
FDE40,OUT013,1069.7844
FDI02,OUT045,1761.9543
FDQ04,OUT045,623.4004
FDY14,OUT017,4199.464
NCT54,OUT046,1517.1647
DRD25,OUT017,1962.9581
DRE01,OUT045,3948.3467
FDJ12,OUT010,837.95593
NCZ05,OUT049,1717.7391
DRB25,OUT019,145.47136
NCC31,OUT045,2633.4954
FDM16,OUT045,1217.6412
DRG11,OUT049,1714.4756
FDV24,OUT027,3761.2712
FDV43,OUT046,772.0004
FDG05,OUT018,2143.3618
FDV23,OUT010,126.977745
FDI58,OUT018,1336.1993
FDQ11,OUT017,4148.642
FDC05,OUT027,5250.051
FDF40,OUT013,3946.0703
FDU02,OUT018,3192.091
FDT32,OUT013,3052.509
NCF06,OUT017,3939.0417
FDT46,OUT013,858.81506
FDR58,OUT010,81.63922
FDY04,OUT046,2604.4338
FDT58,OUT045,2495.3098
FDE46,OUT049,2491.5266
DRH11,OUT017,898.97174
DRI51,OUT046,2822.118
FDC35,OUT017,3287.144
FDP45,OUT035,4161.663
FDC45,OUT017,2846.6418
FDU01,OUT045,3224.7559
FDJ53,OUT010,231.9731
FDJ46,OUT017,2829.4155
FDX07,OUT013,3176.8928
NCI30,OUT049,3897.6624
FDE47,OUT027,3418.3142
FDV48,OUT045,1237.9537
FDN16,OUT019,164.03221
FDM52,OUT013,2523.2527
FDA32,OUT027,4994.8755
FDH05,OUT017,3711.343
FDW25,OUT010,180.61708
FDQ09,OUT046,2003.6547
NCM17,OUT010,102.308754
DRM59,OUT046,2180.4668
FDV47,OUT027,2285.1123
DRE15,OUT035,1432.9022
FDS25,OUT010,40.848824
NCZ05,OUT018,1321.8447
NCV05,OUT019,346.04633
DRM37,OUT046,2905.6072
FDV58,OUT027,5185.816
FDN22,OUT027,5925.5386
NCO06,OUT049,730.1773
FDT56,OUT019,102.49239
FDM02,OUT013,1346.6768
FDA09,OUT046,2641.141
NCC06,OUT035,2212.67
NCL54,OUT049,2947.528
NCB55,OUT017,1066.6257
FDB12,OUT017,1742.2385
NCA54,OUT049,3063.5342
NCS38,OUT049,2015.6644
FDC02,OUT049,4710.3423
FDK44,OUT019,540.1237
FDE16,OUT035,3756.952
NCS05,OUT035,2349.9377
FDZ59,OUT045,2588.9133
FDI20,OUT017,3686.7627
FDQ14,OUT046,2429.0708
FDF53,OUT017,3276.9763
FDW25,OUT017,1548.1637
NCQ43,OUT010,200.3991
FDX52,OUT013,3108.6873
FDE28,OUT045,3743.1062
FDN15,OUT017,2235.3691
FDO28,OUT017,1934.3334
FDQ33,OUT045,2336.7498
FDM22,OUT010,110.50418
FDJ03,OUT017,867.46313
FDI16,OUT045,925.36145
FDI09,OUT027,5869.0703
FDX55,OUT013,3471.1392
FDS23,OUT027,3349.8196
DRC12,OUT045,3111.8284
FDH41,OUT049,3323.3882
FDN01,OUT013,2771.8938
FDV55,OUT045,2463.245
NCJ19,OUT013,904.95886
NCY29,OUT010,299.86966
FDP03,OUT018,1817.5323
FDZ52,OUT045,1590.8542
FDH31,OUT010,235.39726
FDQ19,OUT018,3124.7876
FDS15,OUT035,1952.3933
FDN32,OUT017,3317.2554
FDH32,OUT049,1501.8276
FDF33,OUT017,1902.3365
FDJ22,OUT046,3007.2434
FDG56,OUT010,137.30424
FDC05,OUT046,3075.8672
FDK09,OUT013,3877.979
NCV29,OUT045,2892.5125
NCC43,OUT019,640.9716
NCA42,OUT049,2678.5422
FDC10,OUT046,1901.7616
FDC16,OUT013,1430.774
NCL17,OUT013,2099.4924
FDA51,OUT035,2108.6514
FDW01,OUT017,2495.0305
NCF30,OUT045,1944.3156
FDN49,OUT013,746.80444
FDY20,OUT045,1302.7465
FDC15,OUT045,2318.699
FDY24,OUT046,1078.5082
NCG43,OUT017,1788.2513
FDA48,OUT013,3743.8308
NCF55,OUT017,861.229
FDL38,OUT049,1641.0801
NCQ29,OUT018,3181.1877
FDC34,OUT017,2974.1445
FDP36,OUT027,1702.84
FDN50,OUT010,205.85179
FDO23,OUT049,1711.4884
FDT56,OUT013,1030.3032
FDT13,OUT027,5225.737
FDZ03,OUT013,3273.0652
FDQ03,OUT010,596.5234
FDU44,OUT045,2638.7002
FDD03,OUT049,3984.5266
NCH30,OUT013,1891.9402
FDS60,OUT010,280.57855
FDG08,OUT046,2835.0095
FDX38,OUT017,878.3581
FDD22,OUT017,1898.1471
FDW51,OUT013,3609.9788
FDL09,OUT017,2772.4312
FDZ60,OUT045,1398.448
NCH07,OUT046,2581.3628
NCQ41,OUT049,3390.4656
FDW04,OUT049,2064.7642
FDI08,OUT027,5804.557
FDR19,OUT019,394.56247
FDV13,OUT046,1829.2748
FDB52,OUT017,3955.0051
FDZ48,OUT027,3198.6555
NCO14,OUT049,895.373
FDZ50,OUT013,3327.74
FDN27,OUT019,99.63964
FDQ60,OUT013,2003.5886
FDR49,OUT017,884.74054
DRJ35,OUT027,1756.1477
DRI49,OUT017,1636.1926
FDB47,OUT017,3671.7617
FDP37,OUT010,297.86557
FDR26,OUT049,2630.159
FDY31,OUT019,379.77612
FDC11,OUT045,1172.6027
DRP47,OUT035,4010.1309
NCY54,OUT018,2400.226
FDR27,OUT046,2208.6934
FDQ21,OUT019,260.25168
NCQ29,OUT035,3825.6682
FDJ02,OUT046,2529.0095
FDE21,OUT018,1697.2075
FDM39,OUT046,2631.3718
FDZ01,OUT017,1688.5166
NCB19,OUT018,1302.9259
FDU03,OUT046,3093.5066
FDP27,OUT049,3215.8745
DRF01,OUT045,2381.818
FDM03,OUT049,1550.8248
FDV01,OUT046,2521.6187
FDS16,OUT046,2573.991
FDO45,OUT035,1639.4321
NCX06,OUT035,3139.7583
FDP13,OUT046,815.46814
NCR38,OUT018,3517.8726
FDA01,OUT013,949.3466
FDT26,OUT017,1957.4304
FDD44,OUT027,5972.3296
FDB26,OUT013,965.0246
FDP45,OUT019,594.3707
NCP55,OUT046,888.4006
FDT23,OUT017,1370.8878
FDO51,OUT045,708.9654
FDA44,OUT046,884.79236
NCJ31,OUT018,3199.5376
FDX37,OUT045,1564.2579
NCD18,OUT049,3961.863
FDN40,OUT027,4212.777
FDL33,OUT017,3075.768
DRF48,OUT035,3124.3027
FDW08,OUT035,1803.5396
FDX39,OUT018,3226.3452
FDB38,OUT049,2656.4868
FDY46,OUT018,2935.087
NCB06,OUT049,2830.5547
FDA34,OUT035,3055.198
FDA35,OUT045,2117.189
FDQ07,OUT035,3711.5093
FDU32,OUT045,1801.8959
FDU26,OUT013,2018.1997
FDU13,OUT010,412.8722
FDO09,OUT035,3695.764
FDW03,OUT019,193.49959
FDB38,OUT013,2553.2942
FDL26,OUT010,401.6221
NCN43,OUT045,2141.019
FDH08,OUT045,3916.3784
NCC31,OUT019,438.863
FDH14,OUT035,2366.9756
FDL40,OUT017,1795.2365
FDD20,OUT035,2284.9292
NCV53,OUT035,4413.554
FDD16,OUT045,945.53253
FDP24,OUT035,2097.4172
FDQ25,OUT045,2918.7996
FDM38,OUT035,1054.9945
NCT18,OUT010,549.6733
FDM34,OUT049,2212.8904
DRH37,OUT010,384.97372
NCE07,OUT013,2082.682
FDG12,OUT013,1922.9694
FDB59,OUT010,608.0369
FDS10,OUT018,2572.6406
FDN21,OUT010,499.20206
FDM02,OUT045,1272.4105
FDO44,OUT049,1886.0371
NCN17,OUT017,1606.6683
FDH16,OUT018,1317.4055
FDL44,OUT046,2495.8354
FDY47,OUT017,2061.1726
DRI39,OUT046,1014.6519
NCX54,OUT018,1402.381
FDE59,OUT046,765.97656
FDO46,OUT045,2889.1082
DRE13,OUT046,1266.7882
FDW14,OUT013,1360.8251
FDF35,OUT046,1556.7194
FDO50,OUT019,82.45826
DRF49,OUT017,1960.9365
FDT60,OUT049,1938.1118
FDP38,OUT045,659.8333
FDA31,OUT027,4507.6953
FDY52,OUT010,-72.32432
FDD03,OUT027,6057.9995
FDN52,OUT018,1211.0679
FDU20,OUT010,473.04514
FDD22,OUT035,2178.9155
NCB55,OUT019,104.9334
FDN27,OUT045,1329.1034
FDD16,OUT013,1298.0249
FDW48,OUT046,1209.1124
DRN35,OUT045,734.74866
FDX25,OUT049,2945.011
DRD49,OUT049,3895.8633
FDE21,OUT019,371.2098
FDN44,OUT035,2955.4536
DRC01,OUT049,865.2754
NCK30,OUT046,3775.4617
FDU39,OUT013,1137.0641
FDB49,OUT013,1448.273
FDS12,OUT045,2094.0476
FDR57,OUT018,2529.29
FDX22,OUT027,5845.0117
FDC60,OUT013,1663.5625
NCE42,OUT049,3032.7031
NCK42,OUT049,3123.8457
DRE01,OUT017,3887.6838
FDE57,OUT018,1933.4263
DRK59,OUT019,622.0189
FDB10,OUT027,6077.415
FDQ25,OUT046,2799.4685
FDY26,OUT017,3688.9434
FDG28,OUT049,3800.3638
FDM14,OUT049,1635.3074
NCH29,OUT049,2182.002
FDD48,OUT049,1937.1392
FDC17,OUT045,3715.0315
DRH49,OUT027,2356.686
FDN44,OUT018,2460.1792
FDC29,OUT045,1912.2606
DRK01,OUT019,131.5482
FDD48,OUT017,2116.2659
FDB59,OUT013,3132.644
FDY45,OUT010,715.2051
FDX60,OUT035,1412.3202
FDT09,OUT010,308.53238
DRB24,OUT018,2322.797
FDL13,OUT035,3884.5366
FDN16,OUT035,1956.0979
FDK57,OUT013,1987.9855
FDO22,OUT027,2458.7036
FDC57,OUT010,670.56287
FDZ13,OUT027,1518.4823
FDW27,OUT013,2282.0571
FDX10,OUT049,725.8426
FDY08,OUT018,1844.9524
FDA49,OUT017,1716.3619
FDC32,OUT018,1370.8691
FDO04,OUT035,984.3594
NCZ54,OUT013,2596.7307
FDY40,OUT045,751.22003
FDW36,OUT045,1403.3507
FDE11,OUT017,3345.628
DRE37,OUT045,2930.1748
NCK19,OUT017,2999.6438
FDT19,OUT035,2997.803
FDE56,OUT045,1673.2554
FDZ57,OUT010,163.76968
FDB35,OUT035,1615.1985
FDF09,OUT010,-73.37329
FDO34,OUT046,2749.4924
FDA55,OUT046,3670.9229
NCM18,OUT035,1140.3876
FDJ20,OUT019,342.28192
DRQ35,OUT019,368.42624
FDG02,OUT013,3180.1406
NCU29,OUT018,2111.5513
FDL27,OUT027,2365.0813
NCA54,OUT035,3051.1902
FDJ32,OUT035,1082.2638
FDB21,OUT019,632.86053
FDR46,OUT035,2686.2195
FDZ32,OUT046,1821.3065
DRF36,OUT017,3405.0747
NCU54,OUT017,3334.8816
NCI31,OUT017,600.2155
DRA59,OUT035,2702.2522
NCC55,OUT045,752.2284
FDE44,OUT018,724.15485
NCN26,OUT018,1548.7522
FDC11,OUT049,1294.9277
FDV24,OUT035,2282.0078
FDR40,OUT019,159.32121
NCQ17,OUT049,2843.4153
FDC46,OUT045,3061.3096
NCM18,OUT046,1114.9453
FDK16,OUT046,1647.6749
FDI28,OUT017,1377.8163
FDS11,OUT018,3324.8992
DRD13,OUT046,1020.81885
FDL36,OUT035,1571.513
FDI27,OUT013,723.3729
FDJ53,OUT019,152.68124
FDS44,OUT045,3880.145
FDE28,OUT046,3981.007
FDQ33,OUT018,2192.8503
FDB37,OUT017,4159.1484
FDQ31,OUT045,1467.3534
NCQ05,OUT046,2447.9233
FDE10,OUT013,2037.6315
FDF38,OUT017,828.33887
FDE50,OUT019,682.3283
DRG37,OUT010,319.64407
NCH06,OUT049,4035.3208
FDY14,OUT045,4249.6143
FDO27,OUT017,1578.4291
FDQ19,OUT049,3770.4321
FDZ26,OUT019,651.6569
FDN51,OUT013,4136.276
FDK20,OUT035,2219.1296
FDD40,OUT018,2975.688
DRI25,OUT018,790.87775
FDH56,OUT017,1862.0189
FDI36,OUT027,5221.414
DRH11,OUT018,703.9638
NCV18,OUT017,1568.7747
DRI01,OUT049,2933.7852
DRE48,OUT049,3190.8552
FDS51,OUT035,1164.9214
FDM38,OUT017,888.5273
FDB60,OUT027,5253.456
FDY58,OUT035,4167.8984
FDY22,OUT045,2461.9797
FDF11,OUT027,5881.99
FDZ51,OUT035,1657.5417
FDQ45,OUT017,3019.3062
FDF17,OUT035,3297.7231
NCF31,OUT027,3702.2168
FDA37,OUT013,1916.984
FDO51,OUT046,836.8626
FDF34,OUT013,2747.6953
FDD57,OUT018,1400.6357
FDO37,OUT046,4171.016
FDR49,OUT049,939.6151
FDS39,OUT049,2332.9004
FDI48,OUT027,1518.5251
DRM35,OUT049,2948.3572
FDV57,OUT035,3215.102
FDZ55,OUT013,2552.3257
FDI28,OUT035,1512.0309
FDS21,OUT045,1106.549
FDT34,OUT013,1698.12
DRI25,OUT035,992.79767
FDT47,OUT010,460.8392
DRH39,OUT045,1105.919
NCD54,OUT045,1845.9065
FDU16,OUT027,2504.28
NCW29,OUT045,2006.7585
FDV25,OUT027,5325.7896
FDM56,OUT035,1886.574
FDZ04,OUT027,2191.255
FDG59,OUT019,-60.01523
FDI56,OUT045,1238.0336
FDS33,OUT035,1370.9951
FDC23,OUT049,2939.5032
FDT11,OUT049,3128.5896
FDG17,OUT045,4130.111
FDZ44,OUT045,1689.6694
FDJ52,OUT013,2528.4092
DRI23,OUT046,2383.4377
DRE15,OUT010,162.6184
NCF07,OUT013,1543.9854
NCR29,OUT049,1134.2681
FDE44,OUT019,68.874825
FDT23,OUT035,1402.1826
NCG06,OUT017,3888.54
NCU41,OUT010,722.3198
FDH46,OUT017,1688.289
FDV31,OUT013,2840.3215
NCT41,OUT027,3922.6162
FDE22,OUT027,4048.3408
FDC26,OUT045,1493.9999
DRF51,OUT017,760.9931
NCY53,OUT019,244.37474
FDY21,OUT017,3194.2969
FDL27,OUT013,865.552
FDZ34,OUT049,3120.1624
NCF43,OUT010,304.81607
FDC21,OUT035,1782.7007
FDL26,OUT013,2448.877
FDT25,OUT010,186.67491
NCR30,OUT046,991.6438
DRL23,OUT019,261.22296
